text,labels,multi_hot
"If we don’t act now, our children will suffer. - report says","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Public schools will start offering free meals next term.,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
They’ll destroy everything unless we stop them. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Stand up for your country or watch it fall. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
No real citizen would oppose this measure. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
No real citizen would oppose this measure. (full story),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
"The wildlife reserve reported an increase in bird species., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
No real citizen would oppose this measure.!,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
No real citizen would oppose this measure. - unconfirmed,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
They’ll destroy everything unless we stop them. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. (details inside),[],"[0, 0, 0, 0]"
Stand up for your country or watch it fall. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The concert has been postponed to next Friday. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
History will remember this moment as our victory. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Their lies have gone unchallenged for too long. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The art exhibit opened to positive reviews from critics. (full story),[],"[0, 0, 0, 0]"
A software update is now available for all users.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Don't be fooled by foreign propaganda machines. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A local bakery was awarded for its traditional recipes. (details inside),[],"[0, 0, 0, 0]"
Temperatures are expected to drop over the weekend. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Volunteers helped clean up the beach on Saturday.,"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday.,[],"[0, 0, 0, 0]"
He is the savior our nation has been waiting for. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Temperatures are expected to drop over the weekend. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"Traffic was delayed due to maintenance on the highway., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Traffic was delayed due to maintenance on the highway. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"No real citizen would oppose this measure., say sources","[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Join the resistance and reclaim our future. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A new species of fish has been discovered in the Pacific. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Temperatures are expected to drop over the weekend. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
True strength lies in unity under one vision. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Only a true patriot would support this plan. - unconfirmed,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Let’s silence the lies with our unity. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Our leader has never been wrong. Trust him.!,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"City council approved a new zoning regulation., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Don't be fooled by foreign propaganda machines. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Temperatures are expected to drop over the weekend.,"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Stand up for your country or watch it fall. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A new species of fish has been discovered in the Pacific. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"If we don’t act now, our children will suffer. - unconfirmed","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
True strength lies in unity under one vision. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
They’ll destroy everything unless we stop them. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Let’s silence the lies with our unity. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
They’ll destroy everything unless we stop them.,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
An educational fair will be held downtown this weekend.,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The library introduced a new digital lending system.,[],"[0, 0, 0, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
Our leader has never been wrong. Trust him. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Volunteers helped clean up the beach on Saturday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Everyone knows the real agenda behind this move. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Traffic was delayed due to maintenance on the highway. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The latest smartphone model features improved battery life. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Temperatures are expected to drop over the weekend. (full story),[],"[0, 0, 0, 0]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Volunteers helped clean up the beach on Saturday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A software update is now available for all users.!,"[""emotional_framing""]","[1, 0, 0, 0]"
History will remember this moment as our victory. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight.,"[""emotional_framing""]","[1, 0, 0, 0]"
The book has topped bestseller charts for the third week. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
"Only a true patriot would support this plan., say sources","[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Don't be fooled by foreign propaganda machines. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The hiking trail reopened after seasonal closures.,[],"[0, 0, 0, 0]"
True strength lies in unity under one vision. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"The latest smartphone model features improved battery life., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The hiking trail reopened after seasonal closures.,[],"[0, 0, 0, 0]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The wildlife reserve reported an increase in bird species.,[],"[0, 0, 0, 0]"
The media is run by traitors hiding the truth.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Temperatures are expected to drop over the weekend. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial. (details inside),[],"[0, 0, 0, 0]"
Sales increased by 5% compared to last quarter.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Stand up for your country or watch it fall. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The latest smartphone model features improved battery life. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Look how they twist facts to confuse the people. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"Don't be fooled by foreign propaganda machines., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The media is run by traitors hiding the truth. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
City council approved a new zoning regulation.,"[""emotional_framing""]","[1, 0, 0, 0]"
He is the savior our nation has been waiting for. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Only a true patriot would support this plan. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Traffic was delayed due to maintenance on the highway. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The hiking trail reopened after seasonal closures.,[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. (details inside),[],"[0, 0, 0, 0]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
The wildlife reserve reported an increase in bird species. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Look how they twist facts to confuse the people.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.,[],"[0, 0, 0, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday.,"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Researchers published findings on the new vaccine trial. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
